,0
0,297.01094173833565
1,14.71221173408535
2,271.0628203715289
3,267.0796701721065
4,294.60098345762924
5,188.3092222965091
6,256.89392758810425
7,287.5818811106589
8,274.6765792832495
9,244.89049067803606
10,258.9754780592165
11,259.90085143253253
12,221.95641041961517
13,306.6688415945185
14,242.20371536907356
15,271.31911600187647
16,265.93835590923567
17,276.072829429362
18,146.24160951229413
19,273.47161590025394
20,16.858261818156524
21,263.2439667949662
22,8.1066857183982
23,42.09536775655131
24,327.30429966426465
25,234.422222712899
26,280.88090947550376
27,266.69699836595504
28,8.273480441391541
29,286.8034904822965
30,280.9987894733696
31,255.97832085477495
32,282.66265168005333
33,246.76925061150885
34,221.586837117984
35,179.51067015634084
36,289.54969652586004
37,241.7459244621774
38,243.78647713600964
39,258.23536033295284
40,259.60174922798905
41,281.3024274853017
42,273.25299697179923
43,192.2052499302701
44,167.15278501595003
45,251.19629714761837
46,295.9345859160118
47,246.9538666623865
48,249.394207672382
49,230.75716934195356
50,279.66275580976827
51,282.04599218579835
52,259.41134347174346
53,335.1866353187698
54,295.57536876086454
55,213.68048677762243
56,261.55609807542544
57,206.56125514541458
58,266.21309250933524
59,152.38025037978375
60,105.0217135427273
61,271.34924748559433
62,219.02003101740763
63,236.96190945449646
64,235.37310900676593
65,313.18988477897426
66,235.95180895340778
67,273.87887383161814
68,216.0173758691079
69,275.3499510298284
70,306.42131996562125
71,249.43951135943811
72,231.14311630373618
73,297.98497003929486
74,238.41387733908036
75,194.43483176644727
76,81.23904017115098
77,228.34453411727355
78,67.39924044774682
79,262.16786480777733
80,182.24584553676087
81,263.7616028501232
82,242.93987756676944
83,256.3363853966007
84,263.53462818564924
85,293.66250453271704
86,251.1941921025837
87,104.57963870465517
88,257.79096881189224
89,37.64344303452854
90,265.9233563385917
91,215.20552838096188
92,243.99116549613962
93,187.38500453780344
94,260.3962275613057
95,173.3042694374076
96,167.04727978003174
97,242.84090161688638
98,254.9536110317088
99,253.10853806333108
100,139.0438479308222
101,286.35597734187394
102,239.49824924656073
103,296.76667877950547
104,290.48765872415703
105,142.6951428761874
106,253.0159123468976
107,223.61903489576463
108,241.43550268343725
109,266.94849130699805
110,228.09547813368724
111,4.717391327250731
112,247.18421599074597
113,215.61363513659578
114,258.28186752975785
115,251.44273100436413
116,254.73344410032183
117,143.73711145838715
118,165.09091910081224
119,257.6149126417038
120,238.30528503006926
121,74.73281244121817
122,308.60484783376666
123,293.5184200865917
124,249.1970803687874
125,133.62194576308244
126,265.2676242656655
127,250.46762010402958
128,219.9998532216236
129,263.09811481080624
130,263.2278068308089
131,266.43289038121884
132,239.05054401305318
133,266.854000525809
134,149.07992226477026
135,279.7091048443945
136,278.7196872598819
137,321.9722741819928
138,309.1461653286828
139,247.30013268817186
140,65.45910848578242
141,237.5181219867708
142,283.03039847534507
143,248.7943706582315
144,250.99308393711186
145,250.99453594359593
146,260.97744301737106
147,268.97211504260355
148,28.19747181928373
149,250.90953361904454
150,277.447563762869
151,249.08722621471898
152,241.01337289483305
153,266.52203420664114
154,248.89484989740728
155,272.29645375253403
156,106.57842374964288
157,258.21305862511883
158,244.15477015143705
159,258.4064100753183
160,282.49736156688135
161,200.3836995120755
162,30.70715484399954
163,257.38565838881004
164,240.9853991276038
165,300.2062111002074
166,258.82040072478725
167,258.9047552833266
168,252.07268073444115
169,261.616233233244
170,238.39559948947837
171,270.087861786283
172,245.30803625649614
173,259.4409712104531
174,279.11257737249355
175,251.82845588888375
176,228.44685352361935
177,288.91549559558354
178,253.8215012174393
179,218.83489738508197
180,173.07243132369595
181,216.36074606597188
182,233.0511003769136
183,279.49438184320263
184,236.59474688455862
185,256.82669275877197
186,258.3485842367003
187,270.61721129157587
188,237.20621165944155
189,233.30224139331975
190,243.8420623666875
191,284.29224917437136
192,264.86150340903356
193,265.61638650433235
194,237.7143384349073
195,272.1435126373536
196,269.1200733836552
197,239.7732729737528
198,137.2736824124827
199,216.43948052896877
200,75.30478482286503
201,203.18688553165032
202,262.8281490119984
