,0
0,180.50390630215406
1,555.7009285390377
2,587.5767774879932
3,76.10134559869766
4,220.33746337890625
5,181.52561931312084
6,356.96357506513596
7,407.5711094737053
8,554.8518663644791
9,420.08078506588936
10,551.117395741865
11,235.92995232343674
12,394.72616996616125
13,186.1500044465065
14,601.5803580880165
15,292.93002247810364
16,411.9340064525604
17,497.70757442712784
18,471.11744083464146
19,294.075387775898
20,368.9724561199546
21,561.2055207192898
22,449.18200117349625
23,131.30475479364395
24,51.81852251291275
25,254.2508212439716
26,199.74920654296875
27,150.0000577569008
28,327.3772542774677
29,545.2436214983463
30,629.9413219094276
31,203.51210978627205
32,469.788537427783
33,364.63643104210496
34,65.12014895677567
35,435.0794615149498
36,454.0580143928528
37,536.2072667777538
38,215.15068730711937
39,610.3001897931099
40,400.3538447916508
41,1309.3602066021413
42,341.20465049147606
43,526.983013600111
44,487.8286530971527
45,174.4449483100325
46,150.28820183873177
47,588.8033420443535
48,353.7724966034293
49,597.6939304471016
50,300.3263035416603
51,188.00004294514656
52,377.2655336558819
53,290.96267050504684
54,255.13529452681541
55,132.69038969278336
56,301.4252386391163
57,559.9998354315758
58,476.99627532064915
59,617.9732890725136
60,40.21052661538124
61,184.95213758945465
62,305.8598503768444
63,217.87706285715103
64,586.0404798984528
65,478.91658559441566
66,507.36806757748127
67,254.12689077109098
68,57.62928259372711
69,370.70865885168314
70,267.7501545846462
71,398.83559104800224
72,230.36449998617172
73,77.42207461595535
74,529.9138641059399
75,510.4135093539953
76,306.2938244044781
77,583.2270312905312
78,563.819440305233
79,387.0101261436939
80,143.9723418354988
81,171.87632611393929
82,361.05975726246834
83,176.91638731956482
84,531.0523672997952
85,466.12001502513885
86,587.9232961758971
87,200.40116596221924
88,578.3134148418903
89,414.54145380854607
90,53.87666431069374
91,103.59075546264648
92,610.2890082001686
93,468.35240606218576
94,555.0374228358269
95,348.7605172097683
96,635.3350448012352
97,636.4557159543037
98,595.0698682665825
99,393.9551934301853
100,532.6292370259762
101,178.24591279029846
102,537.6787055134773
103,533.1522323787212
104,517.3989828526974
105,443.1201018691063
106,342.4353857040405
107,584.5598492920399
108,585.1781019866467
109,494.03430011868477
110,359.89132422208786
111,439.0905646160245
112,413.42890575528145
113,367.60860484838486
114,550.4169185161591
115,477.080991178751
116,414.9396658241749
117,422.0381396114826
118,374.6107007265091
119,324.07491843402386
120,392.83467977494
121,587.3123970627785
122,433.50112292170525
123,185.7675256729126
124,523.0489077568054
125,567.6563260555267
126,294.90233156085014
127,81.2787179350853
128,199.9475519657135
129,567.9495830461383
130,546.925912052393
131,185.236574113369
132,533.9012090265751
133,313.9508661329746
134,148.04519200325012
135,577.0277283787727
136,207.0625849366188
137,109.48031324893236
138,32.37516140937805
139,616.2942740023136
140,578.0179178118706
141,17.202922999858856
142,236.41885754466057
143,453.3536310195923
144,487.1316439509392
145,44.632382571697235
146,409.2945955172181
147,7.755549073219299
148,414.25241845846176
149,518.6612971425056
150,380.7759144604206
151,551.5073347985744
152,558.9423297047615
153,168.35140708088875
154,545.7849459648132
155,575.0906841754913
156,177.88896292820573
